year,origin,destin,id,dist,passen,fare,bmktshr
2000,"CHICAGO, IL","LITTLE ROCK, AR",324,544,339,142,.46180001
1997,"CHICAGO, IL","LOS ANGELES, CA",325,1745,3326,244,.38189998
1998,"CHICAGO, IL","LOS ANGELES, CA",325,1745,3357,253,.38299999
1999,"CHICAGO, IL","LOS ANGELES, CA",325,1745,3766,230,.38789999
2000,"CHICAGO, IL","LOS ANGELES, CA",325,1745,3965,222,.41769999
1997,"CHICAGO, IL","LOUISVILLE, KY",326,271,904,72,.708
1998,"CHICAGO, IL","LOUISVILLE, KY",326,271,918,79,.7669
1999,"CHICAGO, IL","LOUISVILLE, KY",326,271,937,70,.72449994
2000,"CHICAGO, IL","LOUISVILLE, KY",326,271,930,76,.74919999
1997,"CHICAGO, IL","MANCHESTER, NH",327,843,158,256,.87529999
1998,"CHICAGO, IL","MANCHESTER, NH",327,843,504,133,.50730002
1999,"CHICAGO, IL","MANCHESTER, NH",327,843,621,150,.4743
2000,"CHICAGO, IL","MANCHESTER, NH",327,843,586,156,.4711
1997,"CHICAGO, IL","MEMPHIS, TN",328,491,423,219,.52709997
1998,"CHICAGO, IL","MEMPHIS, TN",328,491,451,206,.52689999
1999,"CHICAGO, IL","MEMPHIS, TN",328,491,453,201,.45119998
2000,"CHICAGO, IL","MEMPHIS, TN",328,491,420,209,.38919997
1997,"CHICAGO, IL","MIAMI, FL",329,1197,1467,171,.5
1998,"CHICAGO, IL","MIAMI, FL",329,1197,1337,194,.50490004
1999,"CHICAGO, IL","MIAMI, FL",329,1197,1263,206,.463
2000,"CHICAGO, IL","MIAMI, FL",329,1197,1069,221,.47479999
1997,"CHICAGO, IL","MINNEAPOLIS, MN",330,345,3195,167,.56089997
1998,"CHICAGO, IL","MINNEAPOLIS, MN",330,345,2998,175,.54150003
1999,"CHICAGO, IL","MINNEAPOLIS, MN",330,345,3072,178,.56369996
2000,"CHICAGO, IL","MINNEAPOLIS, MN",330,345,3447,148,.48610002
1997,"CHICAGO, IL","MYRTLE BEACH, SC",331,754,148,126,.58590001
1998,"CHICAGO, IL","MYRTLE BEACH, SC",331,754,157,120,.41259998
1999,"CHICAGO, IL","MYRTLE BEACH, SC",331,754,142,122,.50569999
2000,"CHICAGO, IL","MYRTLE BEACH, SC",331,754,210,95,.51419997
1997,"CHICAGO, IL","NASHVILLE, TN",332,395,1208,89,.50950003
1998,"CHICAGO, IL","NASHVILLE, TN",332,395,1186,92,.50569999
1999,"CHICAGO, IL","NASHVILLE, TN",332,395,1259,87,.53500003
2000,"CHICAGO, IL","NASHVILLE, TN",332,395,1148,100,.57840002
1997,"CHICAGO, IL","NEW ORLEANS, LA",333,837,830,151,.36669999
1998,"CHICAGO, IL","NEW ORLEANS, LA",333,837,856,148,.3813
1999,"CHICAGO, IL","NEW ORLEANS, LA",333,837,893,162,.36009997
2000,"CHICAGO, IL","NEW ORLEANS, LA",333,837,909,159,.3353
1997,"CHICAGO, IL","NEW YORK, NY",334,727,7228,229,.38259998
1998,"CHICAGO, IL","NEW YORK, NY",334,727,7349,217,.35099998
1999,"CHICAGO, IL","NEW YORK, NY",334,727,7336,212,.35950002
2000,"CHICAGO, IL","NEW YORK, NY",334,727,7304,245,.35429999
1997,"CHICAGO, IL","NORFOLK, VA",335,717,234,230,.68190002
1998,"CHICAGO, IL","NORFOLK, VA",335,717,243,209,.72089994
1999,"CHICAGO, IL","NORFOLK, VA",335,717,247,210,.67620003
2000,"CHICAGO, IL","NORFOLK, VA",335,717,246,219,.61180001
1997,"CHICAGO, IL","OAKLAND, CA",336,1836,354,294,.63459998
1998,"CHICAGO, IL","OAKLAND, CA",336,1836,263,364,.73180002
1999,"CHICAGO, IL","OAKLAND, CA",336,1836,364,321,.66540003
2000,"CHICAGO, IL","OAKLAND, CA",336,1836,395,345,.70589995
1997,"CHICAGO, IL","OKLAHOMA CITY, OK",337,693,309,157,.5352
1998,"CHICAGO, IL","OKLAHOMA CITY, OK",337,693,319,157,.59319997
1999,"CHICAGO, IL","OKLAHOMA CITY, OK",337,693,321,156,.47659999
2000,"CHICAGO, IL","OKLAHOMA CITY, OK",337,693,299,169,.46529999
1997,"CHICAGO, IL","OMAHA, NE",338,423,903,81,.51599997
1998,"CHICAGO, IL","OMAHA, NE",338,423,937,89,.57639998
1999,"CHICAGO, IL","OMAHA, NE",338,423,951,83,.57410002
2000,"CHICAGO, IL","OMAHA, NE",338,423,916,92,.61519998
1997,"CHICAGO, IL","ONTARIO, CA",339,1701,335,244,.51450002
1998,"CHICAGO, IL","ONTARIO, CA",339,1701,333,235,.52709997
1999,"CHICAGO, IL","ONTARIO, CA",339,1701,325,216,.45019999
2000,"CHICAGO, IL","ONTARIO, CA",339,1701,340,216,.49779999
1997,"CHICAGO, IL","ORLANDO, FL",340,1005,2616,148,.3439
1998,"CHICAGO, IL","ORLANDO, FL",340,1005,2763,143,.33180001
1999,"CHICAGO, IL","ORLANDO, FL",340,1005,2843,148,.31370002
2000,"CHICAGO, IL","ORLANDO, FL",340,1005,3005,149,.28100002
1997,"CHICAGO, IL","PHILADELPHIA, PA",341,678,1834,245,.44049999
1998,"CHICAGO, IL","PHILADELPHIA, PA",341,678,1853,242,.45099998
1999,"CHICAGO, IL","PHILADELPHIA, PA",341,678,2147,213,.35569999
2000,"CHICAGO, IL","PHILADELPHIA, PA",341,678,2283,214,.3554
1997,"CHICAGO, IL","PHOENIX, AZ",342,1440,2619,174,.28299999
1998,"CHICAGO, IL","PHOENIX, AZ",342,1440,2656,174,.2992
1999,"CHICAGO, IL","PHOENIX, AZ",342,1440,3068,162,.31200001
2000,"CHICAGO, IL","PHOENIX, AZ",342,1440,2960,164,.27770001
1997,"CHICAGO, IL","PITTSBURGH, PA",343,412,737,223,.57279998
1998,"CHICAGO, IL","PITTSBURGH, PA",343,412,980,171,.40599999
1999,"CHICAGO, IL","PITTSBURGH, PA",343,412,1113,155,.41479999
2000,"CHICAGO, IL","PITTSBURGH, PA",343,412,935,185,.42640001
1997,"CHICAGO, IL","PORTLAND, ME",344,901,119,272,.80000001
1998,"CHICAGO, IL","PORTLAND, ME",344,901,132,238,.86300004
1999,"CHICAGO, IL","PORTLAND, ME",344,901,113,265,.78370005
2000,"CHICAGO, IL","PORTLAND, ME",344,901,105,278,.75410002
1997,"CHICAGO, IL","PORTLAND, OR",345,1740,525,281,.5043
1998,"CHICAGO, IL","PORTLAND, OR",345,1740,598,267,.54949999
1999,"CHICAGO, IL","PORTLAND, OR",345,1740,653,265,.5485
2000,"CHICAGO, IL","PORTLAND, OR",345,1740,643,280,.57389998
1997,"CHICAGO, IL","PROVIDENCE, RI",346,849,717,134,.42330003
1998,"CHICAGO, IL","PROVIDENCE, RI",346,849,861,134,.34419999
1999,"CHICAGO, IL","PROVIDENCE, RI",346,849,1051,135,.3504
2000,"CHICAGO, IL","PROVIDENCE, RI",346,849,874,154,.34080002
1997,"CHICAGO, IL","RALEIGH/DURHAM, NC",347,647,791,191,.53419995
1998,"CHICAGO, IL","RALEIGH/DURHAM, NC",347,647,728,200,.54530001
1999,"CHICAGO, IL","RALEIGH/DURHAM, NC",347,647,1163,102,.44779998
2000,"CHICAGO, IL","RALEIGH/DURHAM, NC",347,647,1156,133,.4278
1997,"CHICAGO, IL","RENO, NV",348,1672,309,149,.73790002
1998,"CHICAGO, IL","RENO, NV",348,1672,368,165,.71769994
1999,"CHICAGO, IL","RENO, NV",348,1672,304,180,.62660003
2000,"CHICAGO, IL","RENO, NV",348,1672,275,179,.66460001
1997,"CHICAGO, IL","RICHMOND, VA",349,642,263,290,.7579
1998,"CHICAGO, IL","RICHMOND, VA",349,642,314,251,.77879995
1999,"CHICAGO, IL","RICHMOND, VA",349,642,291,281,.81550002
2000,"CHICAGO, IL","RICHMOND, VA",349,642,268,286,.71079999
1997,"CHICAGO, IL","ROCHESTER, NY",350,528,291,261,.47150001
1998,"CHICAGO, IL","ROCHESTER, NY",350,528,285,245,.5219
1999,"CHICAGO, IL","ROCHESTER, NY",350,528,231,228,.52869999
2000,"CHICAGO, IL","ROCHESTER, NY",350,528,307,178,.54839998
1997,"CHICAGO, IL","SACRAMENTO, CA",351,1782,258,326,.59109998
1998,"CHICAGO, IL","SACRAMENTO, CA",351,1782,265,314,.67199999
1999,"CHICAGO, IL","SACRAMENTO, CA",351,1782,357,257,.61199999
2000,"CHICAGO, IL","SACRAMENTO, CA",351,1782,380,277,.61220002
1997,"CHICAGO, IL","SALT LAKE CITY, UT",352,1250,565,211,.45330003
1998,"CHICAGO, IL","SALT LAKE CITY, UT",352,1250,575,209,.3786
1999,"CHICAGO, IL","SALT LAKE CITY, UT",352,1250,546,200,.34470001
2000,"CHICAGO, IL","SALT LAKE CITY, UT",352,1250,581,231,.3515
1997,"CHICAGO, IL","SAN ANTONIO, TX",353,1041,564,187,.4795
1998,"CHICAGO, IL","SAN ANTONIO, TX",353,1041,532,193,.49770001
1999,"CHICAGO, IL","SAN ANTONIO, TX",353,1041,575,195,.49740002
2000,"CHICAGO, IL","SAN ANTONIO, TX",353,1041,588,225,.4641
1997,"CHICAGO, IL","SAN DIEGO, CA",354,1724,948,258,.3224
1998,"CHICAGO, IL","SAN DIEGO, CA",354,1724,922,257,.3721
1999,"CHICAGO, IL","SAN DIEGO, CA",354,1724,1154,221,.39290002
2000,"CHICAGO, IL","SAN DIEGO, CA",354,1724,1157,239,.45490003
1997,"CHICAGO, IL","SAN FRANCISCO, CA",355,1846,2252,324,.51719999
1998,"CHICAGO, IL","SAN FRANCISCO, CA",355,1846,2337,303,.54860002
1999,"CHICAGO, IL","SAN FRANCISCO, CA",355,1846,2601,302,.5345
2000,"CHICAGO, IL","SAN FRANCISCO, CA",355,1846,2679,324,.5309
1997,"CHICAGO, IL","SAN JOSE, CA",356,1830,493,324,.38819999
1998,"CHICAGO, IL","SAN JOSE, CA",356,1830,603,277,.41619998
1999,"CHICAGO, IL","SAN JOSE, CA",356,1830,625,331,.4113
2000,"CHICAGO, IL","SAN JOSE, CA",356,1830,772,351,.4445
1997,"CHICAGO, IL","SANTA ANA, CA",357,1727,706,321,.42460001
1998,"CHICAGO, IL","SANTA ANA, CA",357,1727,659,337,.46849999
1999,"CHICAGO, IL","SANTA ANA, CA",357,1727,636,311,.50740004
2000,"CHICAGO, IL","SANTA ANA, CA",357,1727,913,245,.52219999
1997,"CHICAGO, IL","SARASOTA, FL",358,1036,269,148,.741
1998,"CHICAGO, IL","SARASOTA, FL",358,1036,244,147,.634
1999,"CHICAGO, IL","SARASOTA, FL",358,1036,255,151,.60970002
2000,"CHICAGO, IL","SARASOTA, FL",358,1036,274,146,.63819999
1997,"CHICAGO, IL","SAVANNAH, GA",359,773,172,146,.65199995
1998,"CHICAGO, IL","SAVANNAH, GA",359,773,194,148,.5316
1999,"CHICAGO, IL","SAVANNAH, GA",359,773,120,151,.46200001
2000,"CHICAGO, IL","SAVANNAH, GA",359,773,131,141,.51709998
1997,"CHICAGO, IL","SEATTLE, WA",360,1721,967,290,.49630001
1998,"CHICAGO, IL","SEATTLE, WA",360,1721,988,287,.55860001
1999,"CHICAGO, IL","SEATTLE, WA",360,1721,1113,284,.53530002
2000,"CHICAGO, IL","SEATTLE, WA",360,1721,1275,269,.5244
1997,"CHICAGO, IL","ST. LOUIS, MO",361,251,2610,72,.42730001
1998,"CHICAGO, IL","ST. LOUIS, MO",361,251,2690,74,.43130001
1999,"CHICAGO, IL","ST. LOUIS, MO",361,251,2745,81,.46450001
2000,"CHICAGO, IL","ST. LOUIS, MO",361,251,2399,92,.46599999
1997,"CHICAGO, IL","SYRACUSE, NY",362,608,223,232,.46200001
1998,"CHICAGO, IL","SYRACUSE, NY",362,608,232,228,.48360002
1999,"CHICAGO, IL","SYRACUSE, NY",362,608,217,227,.51349998
2000,"CHICAGO, IL","SYRACUSE, NY",362,608,251,186,.42340001
1997,"CHICAGO, IL","TAMPA, FL",363,1012,1824,153,.38330001
1998,"CHICAGO, IL","TAMPA, FL",363,1012,1950,148,.35609999
1999,"CHICAGO, IL","TAMPA, FL",363,1012,2083,153,.33450001
2000,"CHICAGO, IL","TAMPA, FL",363,1012,1951,160,.26910001
1997,"CHICAGO, IL","TUCSON, AZ",364,1437,299,221,.64319998
1998,"CHICAGO, IL","TUCSON, AZ",364,1437,333,218,.6972
1999,"CHICAGO, IL","TUCSON, AZ",364,1437,389,198,.73230004
2000,"CHICAGO, IL","TUCSON, AZ",364,1437,381,196,.77940005
1997,"CHICAGO, IL","TULSA, OK",365,585,392,142,.70499998
1998,"CHICAGO, IL","TULSA, OK",365,585,368,151,.7022
1999,"CHICAGO, IL","TULSA, OK",365,585,368,156,.61360002
2000,"CHICAGO, IL","TULSA, OK",365,585,289,153,.64879996
1997,"CHICAGO, IL","WASHINGTON, DC",366,604,2374,184,.6336
1998,"CHICAGO, IL","WASHINGTON, DC",366,604,2368,187,.62059999
1999,"CHICAGO, IL","WASHINGTON, DC",366,604,2728,176,.61500001
2000,"CHICAGO, IL","WASHINGTON, DC",366,604,2486,204,.6688
1997,"CHICAGO, IL","WEST PALM BEACH, FL",367,1145,471,186,.38859999
1998,"CHICAGO, IL","WEST PALM BEACH, FL",367,1145,481,194,.46700001
1999,"CHICAGO, IL","WEST PALM BEACH, FL",367,1145,420,228,.40400001
2000,"CHICAGO, IL","WEST PALM BEACH, FL",367,1145,367,225,.3996
1997,"CHICAGO, IL","WHITE PLAINS, NY",368,738,577,304,.65079999
1998,"CHICAGO, IL","WHITE PLAINS, NY",368,738,573,294,.60970002
1999,"CHICAGO, IL","WHITE PLAINS, NY",368,738,479,319,.60000002
2000,"CHICAGO, IL","WHITE PLAINS, NY",368,738,487,340,.5571
1997,"CHICAGO, IL","WICHITA, KS",369,589,127,262,.84850001
1998,"CHICAGO, IL","WICHITA, KS",369,589,124,240,.89599997
1999,"CHICAGO, IL","WICHITA, KS",369,589,125,241,.8506
2000,"CHICAGO, IL","WICHITA, KS",369,589,106,272,.82769996
1997,"CINCINNATI, OH","DALLAS, TX",370,812,350,290,.62779999
1998,"CINCINNATI, OH","DALLAS, TX",370,812,338,287,.6419
1999,"CINCINNATI, OH","DALLAS, TX",370,812,314,310,.6153
2000,"CINCINNATI, OH","DALLAS, TX",370,812,311,344,.63779998
1997,"CINCINNATI, OH","DENVER, CO",371,1069,237,253,.81260002
1998,"CINCINNATI, OH","DENVER, CO",371,1069,346,217,.8107
1999,"CINCINNATI, OH","DENVER, CO",371,1069,335,227,.71199995
2000,"CINCINNATI, OH","DENVER, CO",371,1069,345,225,.82069999
1997,"CINCINNATI, OH","FT. LAUDERDALE, FL",372,933,196,175,.89169997
1998,"CINCINNATI, OH","FT. LAUDERDALE, FL",372,933,234,156,.90339994
1999,"CINCINNATI, OH","FT. LAUDERDALE, FL",372,933,208,190,.90610003
2000,"CINCINNATI, OH","FT. LAUDERDALE, FL",372,933,276,170,.90949994
1997,"CINCINNATI, OH","FT. MYERS, FL",373,880,182,159,.91870004
1998,"CINCINNATI, OH","FT. MYERS, FL",373,880,181,160,.91350001
1999,"CINCINNATI, OH","FT. MYERS, FL",373,880,177,181,.93370003
2000,"CINCINNATI, OH","FT. MYERS, FL",373,880,228,171,.92519999
1997,"CINCINNATI, OH","HOUSTON, TX",374,881,186,286,.80199999
1998,"CINCINNATI, OH","HOUSTON, TX",374,881,156,239,.60040003
1999,"CINCINNATI, OH","HOUSTON, TX",374,881,90,254,.49759999
2000,"CINCINNATI, OH","HOUSTON, TX",374,881,206,284,.54479998
1997,"CINCINNATI, OH","LAS VEGAS, NV",375,1679,160,201,.81290001
1998,"CINCINNATI, OH","LAS VEGAS, NV",375,1679,172,210,.76489997
1999,"CINCINNATI, OH","LAS VEGAS, NV",375,1679,173,236,.74230003
2000,"CINCINNATI, OH","LAS VEGAS, NV",375,1679,245,206,.81239998
1997,"CINCINNATI, OH","LOS ANGELES, CA",376,1901,286,312,.75
1998,"CINCINNATI, OH","LOS ANGELES, CA",376,1901,303,321,.73390001
1999,"CINCINNATI, OH","LOS ANGELES, CA",376,1901,310,325,.74779999
2000,"CINCINNATI, OH","LOS ANGELES, CA",376,1901,351,316,.73769999
1997,"CINCINNATI, OH","MIAMI, FL",377,949,217,169,.88080001
1998,"CINCINNATI, OH","MIAMI, FL",377,949,224,165,.86540002
1999,"CINCINNATI, OH","MIAMI, FL",377,949,232,174,.88519996
2000,"CINCINNATI, OH","MIAMI, FL",377,949,203,191,.88069999
1997,"CINCINNATI, OH","MINNEAPOLIS, MN",378,596,230,248,.42200002
1998,"CINCINNATI, OH","MINNEAPOLIS, MN",378,596,282,218,.48380002
1999,"CINCINNATI, OH","MINNEAPOLIS, MN",378,596,436,144,.45349997
2000,"CINCINNATI, OH","MINNEAPOLIS, MN",378,596,354,261,.50919998
1997,"CINCINNATI, OH","NEW YORK, NY",379,580,878,239,.79570001
1998,"CINCINNATI, OH","NEW YORK, NY",379,580,999,236,.77849996
1999,"CINCINNATI, OH","NEW YORK, NY",379,580,1015,234,.75400001
2000,"CINCINNATI, OH","NEW YORK, NY",379,580,971,259,.73589998
1997,"CINCINNATI, OH","ORLANDO, FL",380,756,384,155,.75760001
1998,"CINCINNATI, OH","ORLANDO, FL",380,756,413,154,.92190003
1999,"CINCINNATI, OH","ORLANDO, FL",380,756,354,184,.92660004
2000,"CINCINNATI, OH","ORLANDO, FL",380,756,425,176,.89959997
1997,"CINCINNATI, OH","PHILADELPHIA, PA",381,507,298,255,.69629997
1998,"CINCINNATI, OH","PHILADELPHIA, PA",381,507,364,246,.62580001
1999,"CINCINNATI, OH","PHILADELPHIA, PA",381,507,353,260,.60290003
2000,"CINCINNATI, OH","PHILADELPHIA, PA",381,507,320,291,.56330001
1997,"CINCINNATI, OH","PHOENIX, AZ",382,1570,209,243,.84099996
1998,"CINCINNATI, OH","PHOENIX, AZ",382,1570,167,275,.87589997
1999,"CINCINNATI, OH","PHOENIX, AZ",382,1570,148,285,.7726
2000,"CINCINNATI, OH","PHOENIX, AZ",382,1570,218,268,.84559995
1997,"CINCINNATI, OH","SAN FRANCISCO, CA",383,2037,288,307,.73949999
1998,"CINCINNATI, OH","SAN FRANCISCO, CA",383,2037,265,333,.8046
1999,"CINCINNATI, OH","SAN FRANCISCO, CA",383,2037,292,342,.72710001
2000,"CINCINNATI, OH","SAN FRANCISCO, CA",383,2037,315,312,.74050003
1997,"CINCINNATI, OH","SEATTLE, WA",384,1966,144,327,.80320001
1998,"CINCINNATI, OH","SEATTLE, WA",384,1966,146,322,.77660006
1999,"CINCINNATI, OH","SEATTLE, WA",384,1966,138,341,.70499998
2000,"CINCINNATI, OH","SEATTLE, WA",384,1966,171,290,.74730003
1997,"CINCINNATI, OH","TAMPA, FL",385,773,242,183,.89949995
1998,"CINCINNATI, OH","TAMPA, FL",385,773,281,163,.90949994
1999,"CINCINNATI, OH","TAMPA, FL",385,773,285,182,.87400001
2000,"CINCINNATI, OH","TAMPA, FL",385,773,338,178,.89339995
1997,"CINCINNATI, OH","WASHINGTON, DC",386,409,341,217,.9181
1998,"CINCINNATI, OH","WASHINGTON, DC",386,409,306,203,.88889998
1999,"CINCINNATI, OH","WASHINGTON, DC",386,409,317,200,.88150001
2000,"CINCINNATI, OH","WASHINGTON, DC",386,409,421,224,.8714
1997,"CLEVELAND, OH","DALLAS, TX",387,1021,400,291,.54220003
1998,"CLEVELAND, OH","DALLAS, TX",387,1021,420,282,.58039999
1999,"CLEVELAND, OH","DALLAS, TX",387,1021,385,291,.4716
2000,"CLEVELAND, OH","DALLAS, TX",387,1021,367,331,.49020001
1997,"CLEVELAND, OH","DENVER, CO",388,1202,334,220,.44580001
1998,"CLEVELAND, OH","DENVER, CO",388,1202,351,211,.4454
1999,"CLEVELAND, OH","DENVER, CO",388,1202,290,262,.4483
2000,"CLEVELAND, OH","DENVER, CO",388,1202,327,273,.43630001
1997,"CLEVELAND, OH","DETROIT, MI",389,95,174,183,.77079999
1998,"CLEVELAND, OH","DETROIT, MI",389,95,164,138,.73870003
1999,"CLEVELAND, OH","DETROIT, MI",389,95,146,162,.76319999
2000,"CLEVELAND, OH","DETROIT, MI",389,95,130,203,.69480002
1997,"CLEVELAND, OH","FT. LAUDERDALE, FL",390,1062,435,155,.70039999
1998,"CLEVELAND, OH","FT. LAUDERDALE, FL",390,1062,430,142,.72960001
1999,"CLEVELAND, OH","FT. LAUDERDALE, FL",390,1062,447,158,.68970001
2000,"CLEVELAND, OH","FT. LAUDERDALE, FL",390,1062,429,169,.71580005
1997,"CLEVELAND, OH","FT. MYERS, FL",391,1026,272,165,.6918
1998,"CLEVELAND, OH","FT. MYERS, FL",391,1026,334,148,.66240001
1999,"CLEVELAND, OH","FT. MYERS, FL",391,1026,325,171,.73280001
2000,"CLEVELAND, OH","FT. MYERS, FL",391,1026,371,173,.76449996
1997,"CLEVELAND, OH","HARTFORD, CT",392,475,193,229,.83089995
1998,"CLEVELAND, OH","HARTFORD, CT",392,475,176,225,.84230006
1999,"CLEVELAND, OH","HARTFORD, CT",392,475,217,199,.70539999
2000,"CLEVELAND, OH","HARTFORD, CT",392,475,246,181,.60729998
1997,"CLEVELAND, OH","HOUSTON, TX",393,1092,505,214,.71029997
1998,"CLEVELAND, OH","HOUSTON, TX",393,1092,480,224,.76879996
1999,"CLEVELAND, OH","HOUSTON, TX",393,1092,550,212,.77389997
2000,"CLEVELAND, OH","HOUSTON, TX",393,1092,506,240,.73809999
1997,"CLEVELAND, OH","INDIANAPOLIS, IN",394,261,222,138,.77859998
1998,"CLEVELAND, OH","INDIANAPOLIS, IN",394,261,195,174,.77469999
1999,"CLEVELAND, OH","INDIANAPOLIS, IN",394,261,201,183,.7723
2000,"CLEVELAND, OH","INDIANAPOLIS, IN",394,261,176,220,.72519994
1997,"CLEVELAND, OH","KANSAS CITY, MO",395,695,280,120,.62849998
1998,"CLEVELAND, OH","KANSAS CITY, MO",395,695,271,120,.57779998
1999,"CLEVELAND, OH","KANSAS CITY, MO",395,695,266,125,.67589998
2000,"CLEVELAND, OH","KANSAS CITY, MO",395,695,239,151,.59220004
1997,"CLEVELAND, OH","LAS VEGAS, NV",396,1826,553,159,.57060003
1998,"CLEVELAND, OH","LAS VEGAS, NV",396,1826,492,179,.69870001
1999,"CLEVELAND, OH","LAS VEGAS, NV",396,1826,686,165,.63410002
2000,"CLEVELAND, OH","LAS VEGAS, NV",396,1826,743,165,.67570001
1997,"CLEVELAND, OH","LOS ANGELES, CA",397,2054,551,243,.5517
1998,"CLEVELAND, OH","LOS ANGELES, CA",397,2054,492,242,.56830001
1999,"CLEVELAND, OH","LOS ANGELES, CA",397,2054,590,229,.58249998
2000,"CLEVELAND, OH","LOS ANGELES, CA",397,2054,610,242,.60430002
1997,"CLEVELAND, OH","MIAMI, FL",398,1081,229,181,.45099998
1998,"CLEVELAND, OH","MIAMI, FL",398,1081,268,154,.458
1999,"CLEVELAND, OH","MIAMI, FL",398,1081,296,168,.4734
2000,"CLEVELAND, OH","MIAMI, FL",398,1081,250,173,.50700003
1997,"CLEVELAND, OH","MILWAUKEE, WI",399,328,232,192,.53939998
1998,"CLEVELAND, OH","MILWAUKEE, WI",399,328,209,203,.62459999
1999,"CLEVELAND, OH","MILWAUKEE, WI",399,328,229,211,.56990004
2000,"CLEVELAND, OH","MILWAUKEE, WI",399,328,209,222,.4896
1997,"CLEVELAND, OH","MINNEAPOLIS, MN",400,622,282,274,.72550005
1998,"CLEVELAND, OH","MINNEAPOLIS, MN",400,622,284,262,.63190001
1999,"CLEVELAND, OH","MINNEAPOLIS, MN",400,622,307,280,.55680001
2000,"CLEVELAND, OH","MINNEAPOLIS, MN",400,622,301,295,.59640002
1997,"CLEVELAND, OH","NASHVILLE, TN",401,448,460,72,.67879999
1998,"CLEVELAND, OH","NASHVILLE, TN",401,448,446,77,.69220001
1999,"CLEVELAND, OH","NASHVILLE, TN",401,448,540,72,.68050003
2000,"CLEVELAND, OH","NASHVILLE, TN",401,448,504,79,.66650003
1997,"CLEVELAND, OH","NEW YORK, NY",402,412,1330,217,.85940003
1998,"CLEVELAND, OH","NEW YORK, NY",402,412,1246,218,.86410004
1999,"CLEVELAND, OH","NEW YORK, NY",402,412,1258,231,.764
2000,"CLEVELAND, OH","NEW YORK, NY",402,412,1189,255,.80160004
1997,"CLEVELAND, OH","ORLANDO, FL",403,895,508,143,.65429997
1998,"CLEVELAND, OH","ORLANDO, FL",403,895,842,113,.50999999
1999,"CLEVELAND, OH","ORLANDO, FL",403,895,686,143,.68589997
2000,"CLEVELAND, OH","ORLANDO, FL",403,895,721,149,.71099997
1997,"CLEVELAND, OH","PHILADELPHIA, PA",404,363,350,262,.51410002
1998,"CLEVELAND, OH","PHILADELPHIA, PA",404,363,341,251,.49509999
1999,"CLEVELAND, OH","PHILADELPHIA, PA",404,363,338,281,.49680001
2000,"CLEVELAND, OH","PHILADELPHIA, PA",404,363,349,284,.51919997
1997,"CLEVELAND, OH","PHOENIX, AZ",405,1738,554,168,.46090001
1998,"CLEVELAND, OH","PHOENIX, AZ",405,1738,465,175,.4752
1999,"CLEVELAND, OH","PHOENIX, AZ",405,1738,486,180,.48570001
2000,"CLEVELAND, OH","PHOENIX, AZ",405,1738,514,180,.53710002
1997,"CLEVELAND, OH","PROVIDENCE, RI",406,540,263,136,.64389998
1998,"CLEVELAND, OH","PROVIDENCE, RI",406,540,295,125,.74230003
1999,"CLEVELAND, OH","PROVIDENCE, RI",406,540,277,162,.61989999
2000,"CLEVELAND, OH","PROVIDENCE, RI",406,540,233,180,.44569999
1997,"CLEVELAND, OH","SALT LAKE CITY, UT",407,1569,112,195,.36340001
1998,"CLEVELAND, OH","SALT LAKE CITY, UT",407,1569,98,202,.34110001
1999,"CLEVELAND, OH","SALT LAKE CITY, UT",407,1569,118,186,.3691
2000,"CLEVELAND, OH","SALT LAKE CITY, UT",407,1569,117,192,.37810001
1997,"CLEVELAND, OH","SAN DIEGO, CA",408,2029,207,199,.41349998
1998,"CLEVELAND, OH","SAN DIEGO, CA",408,2029,200,219,.49000001
1999,"CLEVELAND, OH","SAN DIEGO, CA",408,2029,260,186,.47869998
2000,"CLEVELAND, OH","SAN DIEGO, CA",408,2029,230,218,.28440002
1997,"CLEVELAND, OH","SAN FRANCISCO, CA",409,2162,382,251,.62650001
1998,"CLEVELAND, OH","SAN FRANCISCO, CA",409,2162,367,258,.58579999
1999,"CLEVELAND, OH","SAN FRANCISCO, CA",409,2162,383,259,.60320002
2000,"CLEVELAND, OH","SAN FRANCISCO, CA",409,2162,422,272,.67370003
1997,"CLEVELAND, OH","SEATTLE, WA",410,2026,159,277,.33470002
1998,"CLEVELAND, OH","SEATTLE, WA",410,2026,145,303,.2832
1999,"CLEVELAND, OH","SEATTLE, WA",410,2026,194,251,.3339
2000,"CLEVELAND, OH","SEATTLE, WA",410,2026,194,243,.24690001
1997,"CLEVELAND, OH","ST. LOUIS, MO",411,487,553,78,.5151
1998,"CLEVELAND, OH","ST. LOUIS, MO",411,487,600,76,.52679998
1999,"CLEVELAND, OH","ST. LOUIS, MO",411,487,636,75,.43689999
2000,"CLEVELAND, OH","ST. LOUIS, MO",411,487,530,91,.4603
1997,"CLEVELAND, OH","TAMPA, FL",412,927,471,144,.69220001
1998,"CLEVELAND, OH","TAMPA, FL",412,927,515,130,.72800004
1999,"CLEVELAND, OH","TAMPA, FL",412,927,511,150,.66500002
2000,"CLEVELAND, OH","TAMPA, FL",412,927,516,155,.69089997
1997,"CLEVELAND, OH","WASHINGTON, DC",413,308,342,156,.84379995
1998,"CLEVELAND, OH","WASHINGTON, DC",413,308,398,111,.9522
1999,"CLEVELAND, OH","WASHINGTON, DC",413,308,316,151,.94629997
