Date,state,LaborForce,UnemploymentRate
2006-05-01,New jersey,4443827,4.9
2006-05-01,North Carolina,4424459,4.7
2006-05-01,North Dakota,360068,3.2
2006-05-01,Ohio,5929368,5.3
2006-05-01,Oklahoma,1712967,3.9
2006-05-01,Oregon,1877083,5.3
2006-05-01,Pennsylvania,6287729,4.7
2006-05-01,Rhode island,572187,5
2006-05-01,South Carolina,2104076,6.6
2006-05-01,South Dakota,433362,3
2006-05-01,Tennessee,3024960,5.5
2006-05-01,Texas,11312321,5.1
2006-05-01,Utah,1313723,3.1
2006-05-01,Vermont,356878,3.6
2006-05-01,Virginia,3965965,3.1
2006-05-01,Washington,3315122,5.1
2006-05-01,West Virginia,805623,5
2006-05-01,Wisconsin,3052688,4.7
2006-05-01,Wyoming,280579,3.1
2006-06-01,Alabama,2168311,4.1
2006-06-01,Alaska,350239,6.6
2006-06-01,Arizona,2985775,4.3
2006-06-01,Arkansas,1365314,5.2
2006-06-01,California,17632466,4.9
2006-06-01,Colorado,2620825,4.4
2006-06-01,Connecticut,1826406,4.3
2006-06-01,Delaware,440812,3.6
2006-06-01,Florida,8988404,3.2
2006-06-01,Georgia,4703524,4.8
2006-06-01,Hawaii,637851,2.8
2006-06-01,Idaho,746787,3.5
2006-06-01,Illinois,6513369,4.5
2006-06-01,Indiana,3236652,5.2
2006-06-01,Iowa,1659672,3.6
2006-06-01,Kansas,1464874,4.4
2006-06-01,Kentucky,2026319,5.7
2006-06-01,Louisiana,1976619,4.2
2006-06-01,Maine,700777,4.6
2006-06-01,Maryland,2966266,4
2006-06-01,Massachusetts,3410957,4.9
2006-06-01,Michigan,5078681,7.1
2006-06-01,Minnesota,2880271,3.8
2006-06-01,Mississippi,1287864,6.4
2006-06-01,Missouri,3024309,4.8
2006-06-01,Montana,495124,3.6
2006-06-01,Nebraska,969137,3.1
2006-06-01,Nevada,1284853,4.1
2006-06-01,New Hampshire,731454,3.4
2006-06-01,New Mexico,928610,4.2
2006-06-01,New York,9513249,4.7
2006-06-01,New jersey,4446630,4.9
2006-06-01,North Carolina,4441627,4.8
2006-06-01,North Dakota,360612,3.2
2006-06-01,Ohio,5939688,5.4
2006-06-01,Oklahoma,1713809,4
2006-06-01,Oregon,1882716,5.3
2006-06-01,Pennsylvania,6293705,4.7
2006-06-01,Rhode island,572518,5
2006-06-01,South Carolina,2105844,6.6
2006-06-01,South Dakota,434361,3.1
2006-06-01,Tennessee,3038729,5.5
2006-06-01,Texas,11327299,5
2006-06-01,Utah,1317494,3
2006-06-01,Vermont,357085,3.6
2006-06-01,Virginia,3973863,3.1
2006-06-01,Washington,3320180,5.1
2006-06-01,West Virginia,806970,5.1
2006-06-01,Wisconsin,3056659,4.7
2006-06-01,Wyoming,281082,3.1
2006-07-01,Alabama,2169938,4.1
2006-07-01,Alaska,350415,6.6
2006-07-01,Arizona,2994425,4.2
2006-07-01,Arkansas,1364446,5.2
2006-07-01,California,17651454,4.9
2006-07-01,Colorado,2625866,4.4
2006-07-01,Connecticut,1829038,4.3
2006-07-01,Delaware,441153,3.6
2006-07-01,Florida,9014400,3.2
2006-07-01,Georgia,4716205,4.8
2006-07-01,Hawaii,638666,2.7
2006-07-01,Idaho,747213,3.4
2006-07-01,Illinois,6532199,4.4
2006-07-01,Indiana,3236044,5.2
2006-07-01,Iowa,1662689,3.7
2006-07-01,Kansas,1466067,4.3
2006-07-01,Kentucky,2029416,5.7
2006-07-01,Louisiana,1981041,4.2
2006-07-01,Maine,701393,4.6
2006-07-01,Maryland,2969179,4
2006-07-01,Massachusetts,3415108,4.9
2006-07-01,Michigan,5074253,7.1
2006-07-01,Minnesota,2880828,3.8
2006-07-01,Mississippi,1289656,6.4
2006-07-01,Missouri,3029648,4.8
2006-07-01,Montana,495183,3.5
2006-07-01,Nebraska,969750,3.1
2006-07-01,Nevada,1290051,4.1
2006-07-01,New Hampshire,732305,3.4
2006-07-01,New Mexico,929564,4.2
2006-07-01,New York,9507535,4.6
2006-07-01,New jersey,4449062,4.8
2006-07-01,North Carolina,4457991,4.8
2006-07-01,North Dakota,361304,3.2
2006-07-01,Ohio,5949577,5.5
2006-07-01,Oklahoma,1714866,4
2006-07-01,Oregon,1888391,5.3
2006-07-01,Pennsylvania,6298723,4.7
2006-07-01,Rhode island,572812,4.9
2006-07-01,South Carolina,2107974,6.6
2006-07-01,South Dakota,435424,3.1
2006-07-01,Tennessee,3050835,5.4
2006-07-01,Texas,11340413,5
2006-07-01,Utah,1320893,2.9
2006-07-01,Vermont,357360,3.7
2006-07-01,Virginia,3981949,3.1
2006-07-01,Washington,3325188,5.1
2006-07-01,West Virginia,808068,5.2
2006-07-01,Wisconsin,3060503,4.7
2006-07-01,Wyoming,281579,3.2
2006-08-01,Alabama,2171457,4.1
2006-08-01,Alaska,350468,6.5
2006-08-01,Arizona,3003955,4.2
2006-08-01,Arkansas,1363987,5.3
2006-08-01,California,17674259,4.9
2006-08-01,Colorado,2630950,4.3
2006-08-01,Connecticut,1832045,4.3
2006-08-01,Delaware,441522,3.5
2006-08-01,Florida,9041424,3.3
2006-08-01,Georgia,4729712,4.7
2006-08-01,Hawaii,639519,2.6
2006-08-01,Idaho,747856,3.4
2006-08-01,Illinois,6552460,4.4
2006-08-01,Indiana,3236193,5.1
2006-08-01,Iowa,1664768,3.7
2006-08-01,Kansas,1467606,4.3
2006-08-01,Kentucky,2033118,5.7
2006-08-01,Louisiana,1987747,4.2
2006-08-01,Maine,702152,4.7
2006-08-01,Maryland,2971488,4
2006-08-01,Massachusetts,3419738,4.9
2006-08-01,Michigan,5071246,7.1
2006-08-01,Minnesota,2883406,3.9
2006-08-01,Mississippi,1291641,6.4
2006-08-01,Missouri,3036125,4.9
2006-08-01,Montana,494839,3.4
2006-08-01,Nebraska,970387,3.1
2006-08-01,Nevada,1294860,4.1
2006-08-01,New Hampshire,733140,3.5
2006-08-01,New Mexico,930262,4.2
2006-08-01,New York,9503367,4.5
2006-08-01,New jersey,4451748,4.8
2006-08-01,North Carolina,4473899,4.9
2006-08-01,North Dakota,362160,3.2
2006-08-01,Ohio,5960102,5.5
2006-08-01,Oklahoma,1716299,4
2006-08-01,Oregon,1894109,5.3
2006-08-01,Pennsylvania,6304341,4.6
2006-08-01,Rhode island,573148,4.9
2006-08-01,South Carolina,2111492,6.5
2006-08-01,South Dakota,436431,3.2
2006-08-01,Tennessee,3061308,5.3
2006-08-01,Texas,11353498,4.9
2006-08-01,Utah,1324166,2.8
2006-08-01,Vermont,357612,3.8
2006-08-01,Virginia,3990610,3.2
2006-08-01,Washington,3330782,5.1
2006-08-01,West Virginia,808848,5.2
2006-08-01,Wisconsin,3064620,4.8
2006-08-01,Wyoming,282053,3.2
2006-09-01,Alabama,2173040,4.1
2006-09-01,Alaska,350435,6.5
2006-09-01,Arizona,3013586,4.1
2006-09-01,Arkansas,1364125,5.3
2006-09-01,California,17701869,4.9
2006-09-01,Colorado,2635851,4.2
2006-09-01,Connecticut,1835301,4.3
2006-09-01,Delaware,441873,3.5
2006-09-01,Florida,9068807,3.3
2006-09-01,Georgia,4743529,4.7
2006-09-01,Hawaii,640383,2.5
2006-09-01,Idaho,748596,3.3
2006-09-01,Illinois,6573252,4.3
2006-09-01,Indiana,3237300,5.1
2006-09-01,Iowa,1665836,3.7
2006-09-01,Kansas,1469466,4.3
2006-09-01,Kentucky,2037117,5.7
2006-09-01,Louisiana,1995460,4.3
2006-09-01,Maine,702971,4.7
2006-09-01,Maryland,2973411,4
2006-09-01,Massachusetts,3424407,4.9
2006-09-01,Michigan,5069920,7.1
2006-09-01,Minnesota,2887416,4
2006-09-01,Mississippi,1293378,6.3
2006-09-01,Missouri,3042858,4.9
2006-09-01,Montana,494357,3.4
2006-09-01,Nebraska,971127,3.1
2006-09-01,Nevada,1299370,4.1
2006-09-01,New Hampshire,734014,3.6
2006-09-01,New Mexico,930707,4.2
2006-09-01,New York,9503147,4.4
2006-09-01,New jersey,4454252,4.6
2006-09-01,North Carolina,4488268,4.9
2006-09-01,North Dakota,363136,3.3
2006-09-01,Ohio,5970990,5.5
2006-09-01,Oklahoma,1718152,4
2006-09-01,Oregon,1899606,5.4
2006-09-01,Pennsylvania,6310546,4.6
2006-09-01,Rhode island,573581,4.9
2006-09-01,South Carolina,2116380,6.4
2006-09-01,South Dakota,437338,3.2
2006-09-01,Tennessee,3069891,5.2
2006-09-01,Texas,11367062,4.7
2006-09-01,Utah,1327531,2.8
2006-09-01,Vermont,357724,3.8
2006-09-01,Virginia,3999375,3.2
2006-09-01,Washington,3336966,5.1
2006-09-01,West Virginia,809264,5.2
2006-09-01,Wisconsin,3069254,4.8
2006-09-01,Wyoming,282486,3.2
2006-10-01,Alabama,2174902,4
2006-10-01,Alaska,350357,6.5
2006-10-01,Arizona,3022312,4
2006-10-01,Arkansas,1364981,5.3
2006-10-01,California,17732943,4.9
2006-10-01,Colorado,2640166,4.1
2006-10-01,Connecticut,1838596,4.3
2006-10-01,Delaware,442186,3.4
2006-10-01,Florida,9095415,3.3
2006-10-01,Georgia,4756639,4.6
2006-10-01,Hawaii,641194,2.4
2006-10-01,Idaho,749388,3.3
2006-10-01,Illinois,6592252,4.4
2006-10-01,Indiana,3238470,5
2006-10-01,Iowa,1665817,3.7
2006-10-01,Kansas,1471544,4.3
2006-10-01,Kentucky,2040836,5.7
2006-10-01,Louisiana,2003226,4.3
2006-10-01,Maine,703721,4.7
2006-10-01,Maryland,2974895,3.9
2006-10-01,Massachusetts,3428381,4.9
2006-10-01,Michigan,5069211,7.1
2006-10-01,Minnesota,2891843,4.1
2006-10-01,Mississippi,1294625,6.3
2006-10-01,Missouri,3048686,4.9
2006-10-01,Montana,494053,3.3
2006-10-01,Nebraska,971855,3.1
2006-10-01,Nevada,1303676,4.1
2006-10-01,New Hampshire,734920,3.6
2006-10-01,New Mexico,931009,4.1
2006-10-01,New York,9507130,4.3
2006-10-01,New jersey,4455606,4.5
2006-10-01,North Carolina,4500093,4.9
2006-10-01,North Dakota,364148,3.2
2006-10-01,Ohio,5980716,5.5
2006-10-01,Oklahoma,1720385,4.1
2006-10-01,Oregon,1904557,5.3
2006-10-01,Pennsylvania,6316667,4.5
2006-10-01,Rhode island,574082,4.8
2006-10-01,South Carolina,2121701,6.4
2006-10-01,South Dakota,438116,3.2
2006-10-01,Tennessee,3076436,5
2006-10-01,Texas,11380249,4.6
2006-10-01,Utah,1331118,2.7
2006-10-01,Vermont,357624,3.9
2006-10-01,Virginia,4007656,3.1
2006-10-01,Washington,3343568,5.1
2006-10-01,West Virginia,809408,5.1
2006-10-01,Wisconsin,3074055,4.8
2006-10-01,Wyoming,282876,3.2
2006-11-01,Alabama,2177005,4
2006-11-01,Alaska,350263,6.4
2006-11-01,Arizona,3029102,4
2006-11-01,Arkansas,1366384,5.2
2006-11-01,California,17764761,4.9
2006-11-01,Colorado,2643315,3.9
2006-11-01,Connecticut,1841681,4.3
2006-11-01,Delaware,442452,3.4
2006-11-01,Florida,9119319,3.3
2006-11-01,Georgia,4768186,4.5
2006-11-01,Hawaii,641831,2.4
2006-11-01,Idaho,750158,3.2
2006-11-01,Illinois,6607145,4.4
2006-11-01,Indiana,3238820,4.9
2006-11-01,Iowa,1664736,3.7
2006-11-01,Kansas,1473612,4.3
2006-11-01,Kentucky,2043582,5.6
2006-11-01,Louisiana,2009868,4.3
2006-11-01,Maine,704221,4.6
2006-11-01,Maryland,2975713,3.8
2006-11-01,Massachusetts,3431077,4.9
2006-11-01,Michigan,5067567,7
2006-11-01,Minnesota,2896042,4.2
2006-11-01,Mississippi,1295503,6.3
2006-11-01,Missouri,3052473,4.9
2006-11-01,Montana,494193,3.2
2006-11-01,Nebraska,972389,3.1
2006-11-01,Nevada,1307788,4.1
2006-11-01,New Hampshire,735757,3.6
2006-11-01,New Mexico,931322,4
2006-11-01,New York,9513238,4.3
2006-11-01,New jersey,4454945,4.4
2006-11-01,North Carolina,4508501,4.8
2006-11-01,North Dakota,365083,3.2
2006-11-01,Ohio,5988173,5.5
2006-11-01,Oklahoma,1722811,4.1
2006-11-01,Oregon,1908554,5.3
2006-11-01,Pennsylvania,6321567,4.4
2006-11-01,Rhode island,574503,4.8
2006-11-01,South Carolina,2126205,6.2
2006-11-01,South Dakota,438783,3.2
2006-11-01,Tennessee,3080505,4.8
2006-11-01,Texas,11391430,4.5
2006-11-01,Utah,1334954,2.6
2006-11-01,Vermont,357315,3.9
2006-11-01,Virginia,4014613,3.1
2006-11-01,Washington,3350343,5
2006-11-01,West Virginia,809399,4.9
2006-11-01,Wisconsin,3078542,4.8
2006-11-01,Wyoming,283227,3.1
2006-12-01,Alabama,2178766,3.9
2006-12-01,Alaska,350163,6.4
2006-12-01,Arizona,3032885,3.9
2006-12-01,Arkansas,1367842,5.2
2006-12-01,California,17792058,4.9
2006-12-01,Colorado,2644879,3.8
2006-12-01,Connecticut,1844273,4.3
2006-12-01,Delaware,442636,3.4
2006-12-01,Florida,9137262,3.4
2006-12-01,Georgia,4776942,4.4
2006-12-01,Hawaii,642158,2.4
2006-12-01,Idaho,750862,3.2
2006-12-01,Illinois,6616283,4.4
2006-12-01,Indiana,3236893,4.8
2006-12-01,Iowa,1662714,3.7
2006-12-01,Kansas,1475381,4.3
2006-12-01,Kentucky,2044729,5.6
2006-12-01,Louisiana,2014262,4.3
2006-12-01,Maine,704291,4.5
2006-12-01,Maryland,2975332,3.7
2006-12-01,Massachusetts,3432012,4.8
2006-12-01,Michigan,5063073,7
2006-12-01,Minnesota,2899583,4.3
2006-12-01,Mississippi,1295972,6.3
2006-12-01,Missouri,3053169,4.9
2006-12-01,Montana,494856,3
2006-12-01,Nebraska,972726,3
2006-12-01,Nevada,1311646,4.1
2006-12-01,New Hampshire,736390,3.6
2006-12-01,New Mexico,931638,3.9
2006-12-01,New York,9517371,4.2
2006-12-01,New jersey,4451558,4.3
2006-12-01,North Carolina,4512413,4.7
2006-12-01,North Dakota,365830,3.2
2006-12-01,Ohio,5992321,5.4
2006-12-01,Oklahoma,1724964,4.2
2006-12-01,Oregon,1911215,5.2
2006-12-01,Pennsylvania,6323484,4.4
2006-12-01,Rhode island,574704,4.8
2006-12-01,South Carolina,2128493,6.1
2006-12-01,South Dakota,439388,3.1
2006-12-01,Tennessee,3081540,4.7
2006-12-01,Texas,11397862,4.4
2006-12-01,Utah,1338908,2.5
2006-12-01,Vermont,356837,3.9
2006-12-01,Virginia,4019079,3
2006-12-01,Washington,3356894,4.9
2006-12-01,West Virginia,809231,4.8
2006-12-01,Wisconsin,3082057,4.8
2006-12-01,Wyoming,283546,3
2007-01-01,Alabama,2179543,3.9
2007-01-01,Alaska,350056,6.3
2007-01-01,Arizona,3033441,3.9
2007-01-01,Arkansas,1368952,5.2
2007-01-01,California,17811805,4.9
2007-01-01,Colorado,2645116,3.7
2007-01-01,Connecticut,1846260,4.3
2007-01-01,Delaware,442720,3.4
2007-01-01,Florida,9147556,3.4
2007-01-01,Georgia,4782401,4.3
2007-01-01,Hawaii,642117,2.5
2007-01-01,Idaho,751570,3.1
2007-01-01,Illinois,6620604,4.5
2007-01-01,Indiana,3231991,4.7
2007-01-01,Iowa,1660286,3.7
2007-01-01,Kansas,1476771,4.3
2007-01-01,Kentucky,2044139,5.5
2007-01-01,Louisiana,2016195,4.3
2007-01-01,Maine,703834,4.5
2007-01-01,Maryland,2973568,3.7
2007-01-01,Massachusetts,3431219,4.8
2007-01-01,Michigan,5055302,6.9
2007-01-01,Minnesota,2902180,4.3
2007-01-01,Mississippi,1296001,6.3
2007-01-01,Missouri,3050962,4.8
2007-01-01,Montana,495923,3
2007-01-01,Nebraska,973057,2.9
2007-01-01,Nevada,1315176,4.1
2007-01-01,New Hampshire,736794,3.6
2007-01-01,New Mexico,931845,3.9
2007-01-01,New York,9517017,4.2
2007-01-01,New jersey,4445925,4.2
2007-01-01,North Carolina,4512216,4.7
2007-01-01,North Dakota,366337,3.2
2007-01-01,Ohio,5993928,5.4
2007-01-01,Oklahoma,1726421,4.2
2007-01-01,Oregon,1912583,5.1
2007-01-01,Pennsylvania,6322426,4.3
2007-01-01,Rhode island,574635,4.7
2007-01-01,South Carolina,2128380,5.9
2007-01-01,South Dakota,439948,3
2007-01-01,Tennessee,3079563,4.5
2007-01-01,Texas,11398544,4.4
2007-01-01,Utah,1342842,2.4
2007-01-01,Vermont,356242,3.9
2007-01-01,Virginia,4020595,2.9
2007-01-01,Washington,3363038,4.8
2007-01-01,West Virginia,808905,4.6
2007-01-01,Wisconsin,3084239,4.8
2007-01-01,Wyoming,283850,2.9
2007-02-01,Alabama,2178931,3.8
2007-02-01,Alaska,349954,6.3
2007-02-01,Arizona,3031851,3.8
2007-02-01,Arkansas,1369549,5.2
2007-02-01,California,17825538,5
2007-02-01,Colorado,2645082,3.7
2007-02-01,Connecticut,1847816,4.3
2007-02-01,Delaware,442736,3.4
2007-02-01,Florida,9151999,3.5
2007-02-01,Georgia,4785717,4.3
2007-02-01,Hawaii,641708,2.5
2007-02-01,Idaho,752348,3
2007-02-01,Illinois,6623049,4.6
2007-02-01,Indiana,3224578,4.6
2007-02-01,Iowa,1658171,3.7
2007-02-01,Kansas,1477947,4.2
2007-02-01,Kentucky,2042206,5.5
2007-02-01,Louisiana,2016887,4.3
2007-02-01,Maine,702958,4.5
2007-02-01,Maryland,2970937,3.6
2007-02-01,Massachusetts,3429482,4.7
2007-02-01,Michigan,5045302,6.8
2007-02-01,Minnesota,2903772,4.4
2007-02-01,Mississippi,1295798,6.3
2007-02-01,Missouri,3046883,4.8
2007-02-01,Montana,497134,2.9
2007-02-01,Nebraska,973588,2.9
2007-02-01,Nevada,1318340,4.2
2007-02-01,New Hampshire,737021,3.6
2007-02-01,New Mexico,931981,3.8
2007-02-01,New York,9513343,4.3
2007-02-01,New jersey,4439697,4.2
2007-02-01,North Carolina,4509795,4.6
2007-02-01,North Dakota,366645,3.1
2007-02-01,Ohio,5994172,5.4
2007-02-01,Oklahoma,1727231,4.2
2007-02-01,Oregon,1913074,5
2007-02-01,Pennsylvania,6320317,4.2
2007-02-01,Rhode island,574367,4.7
2007-02-01,South Carolina,2126984,5.8
2007-02-01,South Dakota,440491,3
2007-02-01,Tennessee,3075211,4.4
2007-02-01,Texas,11396233,4.3
2007-02-01,Utah,1346650,2.4
2007-02-01,Vermont,355629,3.9
2007-02-01,Virginia,4020219,2.9
2007-02-01,Washington,3369201,4.7
2007-02-01,West Virginia,808626,4.5
2007-02-01,Wisconsin,3085457,4.8
2007-02-01,Wyoming,284191,2.8
2007-03-01,Alabama,2176785,3.8
2007-03-01,Alaska,349888,6.3
2007-03-01,Arizona,3029105,3.8
2007-03-01,Arkansas,1369593,5.2
2007-03-01,California,17834238,5.1
2007-03-01,Colorado,2645641,3.6
2007-03-01,Connecticut,1848998,4.3
2007-03-01,Delaware,442693,3.4
2007-03-01,Florida,9151861,3.6
2007-03-01,Georgia,4788037,4.3
2007-03-01,Hawaii,640924,2.6
2007-03-01,Idaho,753201,2.9
2007-03-01,Illinois,6625194,4.6
2007-03-01,Indiana,3215324,4.5
2007-03-01,Iowa,1656697,3.7
2007-03-01,Kansas,1479015,4.2
2007-03-01,Kentucky,2039196,5.4
2007-03-01,Louisiana,2017261,4.3
2007-03-01,Maine,701834,4.5
2007-03-01,Maryland,2968053,3.5
2007-03-01,Massachusetts,3427299,4.7
2007-03-01,Michigan,5033830,6.8
2007-03-01,Minnesota,2904432,4.4
2007-03-01,Mississippi,1295532,6.3
2007-03-01,Missouri,3041673,4.8
2007-03-01,Montana,498331,3
2007-03-01,Nebraska,974440,2.9
2007-03-01,Nevada,1321085,4.2
2007-03-01,New Hampshire,737185,3.6
2007-03-01,New Mexico,932095,3.7
2007-03-01,New York,9507329,4.3
2007-03-01,New jersey,4433944,4.2
2007-03-01,North Carolina,4506422,4.6
2007-03-01,North Dakota,366803,3.1
2007-03-01,Ohio,5992650,5.4
2007-03-01,Oklahoma,1727301,4.3
2007-03-01,Oregon,1913143,5
2007-03-01,Pennsylvania,6318612,4.2
2007-03-01,Rhode island,574043,4.8
2007-03-01,South Carolina,2125194,5.7
2007-03-01,South Dakota,441050,2.9
2007-03-01,Tennessee,3069098,4.3
2007-03-01,Texas,11392933,4.3
2007-03-01,Utah,1350184,2.4
2007-03-01,Vermont,355083,3.9
2007-03-01,Virginia,4018972,2.9
2007-03-01,Washington,3375456,4.6
2007-03-01,West Virginia,808528,4.5
2007-03-01,Wisconsin,3085860,4.9
2007-03-01,Wyoming,284624,2.7
2007-04-01,Alabama,2173924,3.8
2007-04-01,Alaska,349891,6.3
2007-04-01,Arizona,3026411,3.7
2007-04-01,Arkansas,1369275,5.3
2007-04-01,California,17841314,5.1
2007-04-01,Colorado,2647709,3.5
2007-04-01,Connecticut,1850015,4.3
2007-04-01,Delaware,442617,3.4
2007-04-01,Florida,9149170,3.7
2007-04-01,Georgia,4790929,4.3
2007-04-01,Hawaii,639825,2.6
2007-04-01,Idaho,754126,2.9
2007-04-01,Illinois,6629361,4.7
2007-04-01,Indiana,3206022,4.5
2007-04-01,Iowa,1655975,3.7
2007-04-01,Kansas,1480060,4.2
2007-04-01,Kentucky,2035657,5.3
2007-04-01,Louisiana,2017777,4.4
2007-04-01,Maine,700643,4.5
2007-04-01,Maryland,2965743,3.5
2007-04-01,Massachusetts,3425258,4.6
2007-04-01,Michigan,5022525,6.8
2007-04-01,Minnesota,2904623,4.5
2007-04-01,Mississippi,1295669,6.2
2007-04-01,Missouri,3036487,4.8
2007-04-01,Montana,499492,3.1
2007-04-01,Nebraska,975653,2.9
2007-04-01,Nevada,1323428,4.2
2007-04-01,New Hampshire,737377,3.5
2007-04-01,New Mexico,932140,3.7
2007-04-01,New York,9501517,4.4
2007-04-01,New jersey,4429830,4.2
2007-04-01,North Carolina,4503842,4.6
2007-04-01,North Dakota,366865,3.1
2007-04-01,Ohio,5990153,5.4
2007-04-01,Oklahoma,1726756,4.3
2007-04-01,Oregon,1913478,5
2007-04-01,Pennsylvania,6318946,4.2
2007-04-01,Rhode island,573751,4.8
2007-04-01,South Carolina,2123868,5.6
2007-04-01,South Dakota,441628,2.8
2007-04-01,Tennessee,3063006,4.2
2007-04-01,Texas,11391893,4.2
2007-04-01,Utah,1353375,2.4
2007-04-01,Vermont,354624,3.9
2007-04-01,Virginia,4018162,2.9
2007-04-01,Washington,3382044,4.6
2007-04-01,West Virginia,808695,4.4
2007-04-01,Wisconsin,3085927,4.9
2007-04-01,Wyoming,285161,2.8
2007-05-01,Alabama,2171384,3.8
2007-05-01,Alaska,350006,6.3
2007-05-01,Arizona,3024750,3.7
2007-05-01,Arkansas,1368861,5.3
2007-05-01,California,17850870,5.2
2007-05-01,Colorado,2651742,3.5
2007-05-01,Connecticut,1851208,4.3
2007-05-01,Delaware,442571,3.4
2007-05-01,Florida,9146329,3.8
2007-05-01,Georgia,4795731,4.4
2007-05-01,Hawaii,638583,2.7
2007-05-01,Idaho,755069,2.9
2007-05-01,Illinois,6637831,4.8
2007-05-01,Indiana,3198577,4.4
2007-05-01,Iowa,1656044,3.7
2007-05-01,Kansas,1481198,4.2
2007-05-01,Kentucky,2032323,5.3
2007-05-01,Louisiana,2018620,4.3
2007-05-01,Maine,699615,4.6
2007-05-01,Maryland,2964741,3.4
2007-05-01,Massachusetts,3423783,4.6
2007-05-01,Michigan,5013124,6.8
2007-05-01,Minnesota,2904924,4.5
2007-05-01,Mississippi,1296723,6.2
2007-05-01,Missouri,3032549,4.9
2007-05-01,Montana,500637,3.3
2007-05-01,Nebraska,977120,3
2007-05-01,Nevada,1325530,4.3
2007-05-01,New Hampshire,737588,3.5
2007-05-01,New Mexico,932146,3.7
2007-05-01,New York,9498541,4.5
2007-05-01,New jersey,4428313,4.2
2007-05-01,North Carolina,4503293,4.6
2007-05-01,North Dakota,366896,3.1
2007-05-01,Ohio,5988163,5.5
2007-05-01,Oklahoma,1725929,4.2
2007-05-01,Oregon,1914721,5
2007-05-01,Pennsylvania,6322616,4.2
2007-05-01,Rhode island,573533,4.9
2007-05-01,South Carolina,2123546,5.6
2007-05-01,South Dakota,442211,2.8
2007-05-01,Tennessee,3058679,4.2
2007-05-01,Texas,11395472,4.2
2007-05-01,Utah,1356284,2.5
2007-05-01,Vermont,354223,3.9
2007-05-01,Virginia,4019091,2.9
2007-05-01,Washington,3389288,4.6
2007-05-01,West Virginia,809178,4.4
2007-05-01,Wisconsin,3086270,4.9
2007-05-01,Wyoming,285769,2.8
2007-06-01,Alabama,2169967,3.8
2007-06-01,Alaska,350249,6.3
2007-06-01,Arizona,3024732,3.6
2007-06-01,Arkansas,1368485,5.4
2007-06-01,California,17864864,5.3
2007-06-01,Colorado,2657543,3.6
2007-06-01,Connecticut,1852890,4.3
2007-06-01,Delaware,442635,3.4
2007-06-01,Florida,9145207,3.9
2007-06-01,Georgia,4802704,4.4
2007-06-01,Hawaii,637381,2.7
2007-06-01,Idaho,755853,2.9
2007-06-01,Illinois,6650894,4.9
2007-06-01,Indiana,3194344,4.4
2007-06-01,Iowa,1656925,3.7
2007-06-01,Kansas,1482450,4.2
2007-06-01,Kentucky,2029699,5.2
2007-06-01,Louisiana,2020468,4.3
2007-06-01,Maine,698916,4.7
2007-06-01,Maryland,2965230,3.4
2007-06-01,Massachusetts,3423049,4.6
2007-06-01,Michigan,5006340,6.9
2007-06-01,Minnesota,2905474,4.5
2007-06-01,Mississippi,1298818,6.1
2007-06-01,Missouri,3030140,5
2007-06-01,Montana,501787,3.5
2007-06-01,Nebraska,978752,3
2007-06-01,Nevada,1327679,4.4
2007-06-01,New Hampshire,737802,3.5
2007-06-01,New Mexico,932271,3.7
2007-06-01,New York,9499555,4.5
2007-06-01,New jersey,4429514,4.2
2007-06-01,North Carolina,4504736,4.6
2007-06-01,North Dakota,366921,3.1
2007-06-01,Ohio,5987288,5.5
2007-06-01,Oklahoma,1725256,4.2
2007-06-01,Oregon,1917102,5.1
2007-06-01,Pennsylvania,6329510,4.3
2007-06-01,Rhode island,573367,5
2007-06-01,South Carolina,2124003,5.6
